"open_thr","close_thr","m_thr","p_thr","Sharpe","Ann_Ret","Score"
0.57,0.51,0.4,0.8,1.01933717205483,0.183692963148359,1.02432148062701
0.57,0.51,0.7,0.8,1.19519043942241,0.166686189141781,1.0239964426247
0.53,0.5,0.3,1,0.917829397602014,0.193415781340313,1.0235357252832
0.59,0.51,0,0.8,0.894988958159862,0.195504114132561,1.02232948230679
0.61,0.5,0.2,1,1.0400451599726,0.181494258048963,1.02225327515904
0.53,0.48,0.6,0.8,1.10510401784165,0.175038890668805,1.02043974818557
0.53,0.49,0.6,0.8,1.10510401784165,0.175038890668805,1.02043974818557
0.59,0.48,0.6,0.9,1.08370629480288,0.176919969663329,1.01852951284653
0.59,0.49,0.6,0.9,1.08370629480288,0.176919969663329,1.01852951284653
0.55,0.52,0,0.6,0.962790233147489,0.188570231354002,1.01830221882
0.59,0.5,0.5,1,1.06313386670751,0.178686162182748,1.01625458199562
0.55,0.5,0.5,0.9,1.05274268866443,0.179517001418614,1.0144710789309
0.53,0.51,0.6,0.8,1.13324161978837,0.171731918617041,1.01432198754025
0.53,0.48,0.4,0.8,0.9676032628707,0.187698229394631,1.01408369304281
0.53,0.49,0.4,0.8,0.9676032628707,0.187698229394631,1.01408369304281
0.59,0.51,0.6,0.9,1.13426903753731,0.171229928615259,1.01015089828322
0.57,0.5,0.7,0.9,1.13644037609681,0.170888127124338,1.0087819878653
0.55,0.48,0.6,0.8,1.10063593317999,0.174332589004106,1.00865984471144
0.55,0.49,0.6,0.8,1.10063593317999,0.174332589004106,1.00865984471144
0.59,0.48,0.5,0.9,1.0448619997195,0.179592633657421,1.00737688630295
0.59,0.49,0.5,0.9,1.0448619997195,0.179592633657421,1.00737688630295
0.53,0.5,0.7,0.9,1.11705952696258,0.172598681512914,1.00712200341402
0.57,0.48,0.6,0.8,1.0999419458056,0.174186763071575,1.00645613275371
0.57,0.49,0.6,0.8,1.0999419458056,0.174186763071575,1.00645613275371
0.55,0.52,0.8,0.8,1.2870974999544,0.155757106930431,1.00269475695719
0.55,0.5,0.3,1,0.91112752446966,0.192003178010914,1.00220927055099
0.59,0.5,0.7,1,1.13211795970865,0.170420565233187,0.999619825524977
0.55,0.52,0.2,0.1,1.27554902009238,0.156341593155977,0.997203472063391
0.55,0.52,0.2,0.2,1.27554902009238,0.156341593155977,0.997203472063391
0.53,0.51,0.7,0.9,1.13393265112952,0.169877381776942,0.995809121853435
0.55,0.5,0.7,0.9,1.11247924173769,0.171892379848215,0.995229946780626
0.53,0.51,0.6,0.9,1.09990952936251,0.173082995628731,0.994994291881785
0.53,0.48,0.6,0.9,1.07172960779992,0.175786197856836,0.994817754606711
0.53,0.49,0.6,0.9,1.07172960779992,0.175786197856836,0.994817754606711
0.55,0.52,0.8,0.9,1.26405000679027,0.157067590778019,0.993226973886121
0.53,0.5,0.4,0.8,0.96736347031424,0.185641714709945,0.992548929639201
0.59,0.5,0.6,0.9,1.09969578503874,0.172850396644786,0.992372090925432
0.55,0.48,0.4,0.8,0.960323775371545,0.186285626065233,0.992179867981933
0.55,0.49,0.4,0.8,0.960323775371545,0.186285626065233,0.992179867981933
0.55,0.52,0.4,0.6,1.0909086075898,0.173660021188004,0.991972234050582
0.59,0.48,0.4,0.8,0.963471265544589,0.185949786341991,0.991848430466151
0.59,0.49,0.4,0.8,0.963471265544589,0.185949786341991,0.991848430466151
0.59,0.52,0.7,0.7,1.30078214598534,0.15326116545015,0.990528314051681
0.57,0.5,0.6,0.8,1.12087951902953,0.17054808007787,0.989706540707462
0.55,0.51,0.7,1,1.13695863470217,0.168941543824153,0.989143287493727
0.57,0.48,0.4,0.8,0.959352415653619,0.185993974200172,0.988188883080318
0.57,0.49,0.4,0.8,0.959352415653619,0.185993974200172,0.988188883080318
